[2024-06-26T10:38:47.928] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:08:47.928Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T10:40:34.869] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:10:34.869Z","Ip":"::1","Request_Url":"/InviteManagements/SellerSendInvite","Request_Body":{"InviteCategory":"Buyer","Seller":"667a582d0fab2d7b7da2955a","InviteType":"Existing","Mobile":"9074662332","BuyerCreditLimit":"80.0","BuyerPaymentCycle":"2","BuyerPaymentType":"Cheque","Business":"667a58610fab2d7b7da2955c","ContactName":"surya","Buyer":"667a590f0fab2d7b7da2955e","BuyerBusiness":"667a5a3f0fab2d7b7da29566"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:21:51.587] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:51:51.586Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:22:41.497] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:52:41.497Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:24:25.882] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:54:25.882Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:26:17.289] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:56:17.289Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:29:25.545] [INFO] Info - {"From":"APP","Date":"2024-06-26T05:59:25.544Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T11:33:43.253] [INFO] Info - {"From":"APP","Date":"2024-06-26T06:03:43.253Z","Ip":"::1","Request_Url":"/InviteManagements/Invite_Reject","Request_Body":{"CustomerCategory":"Seller","CustomerId":"667a582d0fab2d7b7da2955a","InviteId":"667ba6d70fab2d7b7da2967d"},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:12:23.264] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:42:23.264Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Branches":["658426745239762e70c72bd1"],"Business":"658426745239762e70c72bd1"}],"ContactName":"New","CustomerCategory":"Buyer","Device_Id":"fb7198a585e70723","Device_Type":"Android","Firebase_Token":"eEC4qldcBck:APA91bFUE8kbqq4DhjOBYgj97eMYU0BeItsoDGokAHLke44tfwaLOW4mpF4D6LrKe11rTlNpSzDtDEiRMNSVJlLqfuV9-1PmNeq61TlCXcscNAwzqJzZDTBiGlYRrwx1YxsZKjhKkqVA","Mobile":"9878678540","Owner":"658418f16193ce0dacc09c3b","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":false,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"Thunder Client (https://www.thunderclient.com)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:23:17.192] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:53:17.192Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"8220987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:24:34.698] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:54:34.697Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"8220987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:24:57.228] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:54:57.228Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"8220987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:26:53.992] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:56:53.992Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"8220987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:27:01.451] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:57:01.450Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"8230987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:27:13.835] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:57:13.834Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"8230987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:27:46.081] [INFO] Info - {"From":"APP","Date":"2024-06-26T10:57:46.081Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667bd3ec49606a221ee07c0b"}],"ContactName":"Gnana","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"9230987878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:44:29.286] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:14:29.285Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667a58610fab2d7b7da2955c"}],"ContactName":"Laksh","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"7878787878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:44:55.976] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:14:55.975Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667a58610fab2d7b7da2955c"}],"ContactName":"Laksh","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"7878787878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:45:31.761] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:15:31.760Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667a58610fab2d7b7da2955c"}],"ContactName":"Laksh","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"7878787878","Owner":"66793a7d23e5990f2491ff16","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:46:15.629] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:16:15.629Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667a58610fab2d7b7da2955c"}],"ContactName":"Laksh","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"7878787878","Owner":"667a582d0fab2d7b7da2955a","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:50:15.643] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:20:15.643Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667a58610fab2d7b7da2955c"}],"ContactName":"Laksh","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"7878787878","Owner":"667a582d0fab2d7b7da2955a","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:50:23.453] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:20:23.453Z","Ip":"::1","Request_Url":"/CustomerManagement/User_Create","Request_Body":{"BusinessAndBranches":[{"Business":"667a58610fab2d7b7da2955c"}],"ContactName":"Laksh","CustomerCategory":"Seller","Device_Id":"7b8cbd4684ed0e34","Device_Type":"Android","Email":"","Firebase_Token":"ck-hwIlwA1M:APA91bG-TZFtHOLRyRoTvL0ierRi490mGcrWHmTKQY3SRxIpjN-CZgEKgE3U4JhvRDmweVrnOmqwkPotQaNsItxR20UTNNFgng_RIhrFbaNmt0sIOodtRIhHAZozDdIKxSaemjyHti3h","Mobile":"7878787871","Owner":"667a582d0fab2d7b7da2955a","UserInvoiceApprove":false,"UserInvoiceNotify":false,"UserPaymentApprove":true,"UserPaymentNotify":false},"If_Get":{},"Device_Info":{"ua":"PostmanRuntime/7.39.0","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:01.299] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:01.299Z","Ip":"::ffff:172.16.1.91","Request_Url":"/BusinessAndBranchManagement/IndustrySimpleListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:02.980] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:02.980Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/LogOut","Request_Body":{"Mobile":"7376634306"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:11.262] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:11.261Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/GenerateOTP","Request_Body":{"Mobile":"7267267267"},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:12.258] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:12.258Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CommonManagement/VerifyOTP","Request_Body":{"Mobile":"7267267267","OTP":"624618","Device_Id":"","Device_Type":""},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.106] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.106Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.205] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.205Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.310] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.310Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.347] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.347Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.623] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.623Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.659] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.658Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.809] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.809Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:13.815] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:13.815Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:14.060] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:14.060Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:14.197] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:14.197Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:14.388] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:14.388Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:14.630] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:14.630Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:14.748] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:14.748Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:14.980] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:14.980Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:15.209] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:15.209Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:15.378] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:15.378Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:15.631] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:15.631Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:15.816] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:15.816Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:16.012] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:16.012Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:16.193] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:16.193Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:16.350] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:16.350Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:16.482] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:16.482Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:16.652] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:16.652Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:16.955] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:16.955Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:17.213] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:17.212Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
[2024-06-26T16:51:17.326] [INFO] Info - {"From":"APP","Date":"2024-06-26T11:21:17.326Z","Ip":"::ffff:172.16.1.91","Request_Url":"/CustomerManagement/StateListMobile","Request_Body":{},"If_Get":{},"Device_Info":{"ua":"Dart/3.3 (dart:io)","browser":{},"engine":{},"os":{},"device":{},"cpu":{}}}
